spo_rouge1_P,spo_rouge1_R,spo_rouge1_F1
0.972972972972973,0.7659574468085106,0.8571428522137189
0.9318181818181818,0.6721311475409836,0.7809523760834467
0.9811320754716981,0.7428571428571429,0.8455284503800647
0.9090909090909091,0.7272727272727273,0.8080808031425366
0.9487179487179487,0.8809523809523809,0.913580241920439
0.9864864864864865,0.8295454545454546,0.9012345629385766
0.92,0.6388888888888888,0.7540983558183285
0.9210526315789473,0.7,0.7954545405475206
1.0,0.8805970149253731,0.9365079315280928
0.9759036144578314,0.7641509433962265,0.8571428522169033
0.9508196721311475,0.7945205479452054,0.8656716368311429
1.0,0.8958333333333334,0.9450549400700399
0.9642857142857143,0.826530612244898,0.890109885139476
0.98,0.7903225806451613,0.8749999950573979
0.9365079365079365,0.8082191780821918,0.8676470538505624
0.9787234042553191,0.8679245283018868,0.919999995018
0.9824561403508771,0.875,0.9256198297274777
1.0,0.9347826086956522,0.9662921298371417
0.9848484848484849,0.8666666666666667,0.9219858106232082
0.981651376146789,0.9145299145299145,0.9469026498735219
1.0,0.865546218487395,0.9279279229538999
0.9428571428571428,0.8148148148148148,0.8741721804569976
